序号,股票代码,股票简称,最新价,量价齐升天数,阶段涨幅,累计换手率,所属行业
1,002929,润建股份,47.45,6,19.58,51.53,通信服务
2,300713.SZ,英可瑞,17.97,6,4.36,21.93,其他电源设备
3,000633,合金投资,7.64,5,5.96,21.51,金属新材料
4,000880,潍柴重机,32.95,5,20.61,79.17,通用设备
5,001286,陕西能源,9.84,5,5.69,9.66,电力
6,002025,航天电器,65.76,5,31.18,73.17,军工电子
7,002090,金智科技,12.92,5,9.49,29.27,电网设备
8,002119,康强电子,18.68,5,13.42,40.73,半导体
9,002194,武汉凡谷,13.99,5,7.2,34.98,通信设备
10,002255,海陆重工,14.78,5,17.12,102.96,其他电源设备
11,002695,煌上煌,12.01,5,2.3,4.96,食品加工制造
12,300092,科新机电,16.96,5,7.41,28.97,专用设备
13,300560,中富通,17.54,5,8.54,50.92,通信服务
14,300693,盛弘股份,41.38,5,8.1,23.63,其他电源设备
15,300738,奥飞数据,22.85,5,23.58,41.6,通信服务
16,301041,金百泽,28.73,5,5.62,24.68,元件
17,301127,武汉天源,19.27,5,26.86,17.25,环境治理
18,301148,嘉戎技术,55.6,5,16.93,45.48,环境治理
19,600405,动力源,5.71,5,9.6,13.45,其他电源设备
20,600825,新华传媒,6.91,5,11.81,10.7,文化传媒
21,601789,宁波建工,5.27,5,5.61,14.58,建筑装饰
22,603334,丰倍生物,49.06,5,17.37,74.42,化学制品
23,688186,广大特材,25.3,5,11.55,26.19,风电设备
24,688257,新锐股份,41.16,5,20.07,18.5,通用设备
25,688392,骄成超声,144.48,5,28.77,18.98,电池
26,688521,芯原股份,169.98,5,24.1,24.52,半导体
27,688553,汇宇制药,22.0,5,23.66,15.89,化学制药
28,688592,司南导航,48.26,5,17.42,68.17,通信设备
29,002187,广百股份,8.69,4,17.43,43.28,零售
30,002199,*ST东晶,10.05,4,17.27,9.1,元件
31,002428,云南锗业,38.92,4,25.79,55.09,小金属
32,002523,天桥起重,4.47,4,4.93,17.44,专用设备
33,002713,*ST东易,11.47,4,21.63,0.22,建筑装饰
34,003007,直真科技,44.91,4,21.77,47.73,软件开发
35,300004,南风股份,13.4,4,10.47,47.52,专用设备
36,300129,泰胜风能,15.36,4,45.04,107.26,风电设备
37,300446,航天智造,28.66,4,15.99,91.02,汽车零部件
38,300554,三超新材,24.52,4,5.19,19.29,通用设备
39,600552,凯盛科技,13.91,4,14.49,32.54,光学光电子
40,600637,东方明珠,13.32,4,34.95,17.37,文化传媒
41,600822,上海物贸,11.33,4,5.99,8.09,汽车服务及其他
42,601608,中信重工,7.5,4,14.16,12.08,专用设备
43,603057,紫燕食品,27.25,4,37.63,10.66,食品加工制造
44,688143,长盈通,58.7,4,18.8,37.74,通信设备
45,688418,震有科技,57.29,4,33.86,56.68,通信设备
46,688562,航天软件,26.57,4,12.3,61.5,IT服务
47,000042,中洲控股,8.58,3,10.28,4.44,房地产
48,000070,特发信息,12.53,3,4.85,27.66,通信设备
49,000156,华数传媒,8.31,3,6.68,4.02,文化传媒
50,000628,高新发展,51.15,3,12.54,26.5,建筑装饰
51,000682,东方电子,12.59,3,3.45,5.27,电网设备
52,001215,千味央厨,47.17,3,23.81,22.29,食品加工制造
53,001330,博纳影业,8.0,3,5.4,24.39,影视院线
54,001373,翔腾新材,38.46,3,11.7,30.94,光学光电子
55,002171,楚江新材,14.22,3,7.89,31.25,工业金属
56,002264,新华都,9.7,3,8.14,40.33,文化传媒
57,002365,永安药业,15.83,3,2.19,11.16,化学制药
58,002446,盛路通信,12.15,3,13.23,56.13,军工电子
59,002480,新筑股份,6.44,3,1.9,4.26,电力
60,002565,顺灏股份,22.3,3,20.93,93.94,包装印刷
61,002625,光启技术,55.41,3,11.85,6.66,军工装备
62,002747,埃斯顿,24.25,3,2.19,10.83,自动化设备
63,002885,京泉华,27.71,3,6.95,44.33,其他电子
64,002911,佛燃能源,12.44,3,2.22,1.93,燃气
65,300051,琏升科技,8.68,3,30.53,36.06,光伏设备
66,300069,金利华电,18.38,3,3.78,12.1,电网设备
67,300102,乾照光电,37.43,3,44.91,68.6,光学光电子
68,300148,天舟文化,4.67,3,4.47,13.62,文化传媒
69,300214,日科化学,7.05,3,2.17,5.69,化学制品
70,300324,旋极信息,6.56,3,4.96,25.08,计算机设备
71,300483,首华燃气,15.7,3,3.43,14.89,油气开采及服务
72,300517,海波重科,12.33,3,10.48,20.25,建筑装饰
73,300603,立昂技术,10.4,3,4.31,8.61,通信服务
74,300629,新劲刚,28.8,3,23.71,71.73,军工电子
75,300725,药石科技,43.35,3,8.7,17.57,医疗服务
76,300740,水羊股份,25.65,3,7.77,15.75,美容护理
77,300757,罗博特科,289.81,3,15.16,21.13,自动化设备
78,300776,帝尔激光,70.43,3,8.92,18.33,光伏设备
79,300781,因赛集团,41.17,3,13.95,37.82,文化传媒
80,300785,值得买,52.2,3,17.67,77.6,文化传媒
81,300802,矩子科技,19.8,3,2.11,6.01,自动化设备
82,300805,电声股份,11.83,3,8.73,13.96,文化传媒
83,300911,亿田智能,37.03,3,8.53,9.51,厨卫电器
84,300918,南山智尚,19.38,3,7.49,13.28,纺织制造
85,301017,漱玉平民,17.24,3,12.83,36.35,医药商业
86,301025,读客文化,10.68,3,6.91,12.27,文化传媒
87,301028,东亚机械,15.71,3,7.31,16.29,通用设备
88,301050,雷电微力,62.56,3,13.07,44.33,军工电子
89,301132,满坤科技,35.27,3,2.08,9.68,元件
90,301179,泽宇智能,16.45,3,1.42,4.16,电网设备
91,301183,东田微,172.79,3,10.64,54.96,光学光电子
92,301201,诚达药业,51.84,3,14.89,33.66,医疗服务
93,301203,国泰环保,33.95,3,2.29,6.32,环境治理
94,301213,观想科技,94.95,3,,45.76,军工电子
95,301230,泓博医药,41.24,3,29.32,35.67,医疗服务
96,301277,新天地,12.32,3,1.99,2.04,化学制药
97,301290,东星医疗,26.84,3,2.72,5.48,医疗器械
98,301408,华人健康,22.17,3,15.89,100.96,医药商业
99,301505,苏州规划,24.62,3,10.85,26.58,建筑装饰
100,301556,托普云农,121.59,3,20.42,51.26,IT服务
101,600037,歌华有线,7.91,3,6.03,5.24,文化传媒
102,600353,旭光电子,18.62,3,9.59,20.19,其他电子
103,600410,华胜天成,21.22,3,15.01,59.56,IT服务
104,600416,湘电股份,16.93,3,5.68,19.42,电机
105,600501,航天晨光,36.59,3,21.64,66.15,专用设备
106,600558,大西洋,6.76,3,10.82,19.62,通用设备
107,600577,精达股份,14.73,3,11.09,24.33,电网设备
108,600751,海航科技,4.1,3,7.61,8.41,港口航运
109,600770,综艺股份,5.48,3,3.79,4.66,综合
110,600775,南京熊猫,18.22,3,23.27,73.61,通信设备
111,600986,浙文互联,9.76,3,18.88,32.91,文化传媒
112,601611,中国核建,18.13,3,29.59,18.81,建筑装饰
113,603045,福达合金,22.5,3,13.12,13.86,电网设备
114,603169,兰石重装,13.02,3,17.93,28.51,专用设备
115,603171,税友股份,71.06,3,14.89,6.53,IT服务
116,603317,天味食品,12.91,3,1.73,1.74,食品加工制造
117,603324,盛剑科技,26.9,3,4.1,9.56,环保设备
118,603456,九洲药业,19.44,3,4.52,6.11,医疗服务
119,603488,展鹏科技,9.7,3,22.63,46.66,专用设备
120,603637,镇海股份,11.82,3,8.74,11.53,建筑装饰
121,603707,健友股份,9.57,3,2.57,2.3,化学制药
122,603813,*ST原尚,42.6,3,9.57,2.96,物流
123,603916,苏博特,11.25,3,14.45,25.04,化学制品
124,605028,世茂能源,34.95,3,20.52,12.59,电力
125,688004,博汇科技,25.64,3,7.19,8.28,IT服务
126,688029,南微医学,87.15,3,1.34,3.28,医疗器械
127,688091,上海谊众,60.84,3,23.56,9.98,化学制药
128,688102,斯瑞新材,46.81,3,12.34,26.43,金属新材料
129,688119,中钢洛耐,6.55,3,22.2,20.97,建筑材料
130,688122,西部超导,92.95,3,18.85,21.46,军工装备
131,688137,近岸蛋白,42.92,3,3.02,6.01,生物制品
132,688225,亚信安全,22.94,3,17.28,8.75,软件开发
133,688238,和元生物,7.5,3,6.84,5.76,医疗服务
134,688365,光云科技,20.4,3,16.57,22.05,IT服务
135,688375,国博电子,129.99,3,30.64,6.5,军工电子
136,688377,迪威尔,39.86,3,9.36,5.3,专用设备
137,688386,泛亚微透,95.6,3,14.05,16.44,塑料制品
138,688522,纳睿雷达,44.21,3,9.3,28.57,军工电子
139,688558,国盛智科,32.81,3,11.22,6.67,通用设备
140,688636,智明达,51.51,3,19.24,29.54,军工电子
141,688638,誉辰智能,39.65,3,7.39,6.78,电池
142,688655,迅捷兴,19.77,3,14.28,12.93,元件
143,688787,海天瑞声,133.07,3,8.18,19.69,IT服务
144,000009,中国宝安,10.25,2,1.38,2.98,电池
145,000010,美丽生态,3.8,2,8.57,10.4,建筑装饰
146,000011,深物业A,9.1,2,1.79,2.39,房地产
147,000014,沙河股份,13.95,2,3.33,8.26,房地产
148,000025,特力A,18.13,2,1.85,4.45,综合
149,000027,深圳能源,6.69,2,1.21,0.88,电力
150,000050,深天马A,10.25,2,10.33,8.5,光学光电子
151,000058,深赛格,9.71,2,3.96,3.65,零售
152,000066,中国长城,15.11,2,2.16,4.85,计算机设备
153,000099,中信海直,21.45,2,3.13,6.44,机场航运
154,000153,丰原药业,6.49,2,1.56,2.87,化学制药
155,000158,常山北明,21.18,2,2.97,7.74,IT服务
156,000159,国际实业,6.6,2,13.99,32.06,光伏设备
157,000519,中兵红箭,19.66,2,4.24,11.27,军工装备
158,000526,学大教育,39.85,2,2.87,5.44,教育
159,000530,冰山冷热,7.39,2,2.21,17.84,通用设备
160,000534,万泽股份,22.67,2,8.47,12.75,生物制品
161,000541,佛山照明,6.32,2,4.29,3.71,光学光电子
162,000576,甘化科工,11.16,2,4.89,7.82,军工装备
163,000593,德龙汇能,13.08,2,14.84,19.93,燃气
164,000607,华媒控股,4.45,2,5.45,4.97,文化传媒
165,000631,顺发恒能,3.41,2,2.4,1.49,综合
166,000676,智度股份,9.46,2,7.74,12.65,文化传媒
167,000710,贝瑞基因,12.66,2,8.21,12.74,医疗服务
168,000733,振华科技,56.88,2,4.46,13.27,军工电子
169,000738,航发控制,23.33,2,5.66,10.52,军工装备
170,000756,新华制药,16.09,2,1.64,6.49,化学制药
171,000759,中百集团,8.19,2,5.41,29.39,零售
172,000768,中航西飞,29.97,2,6.2,9.13,军工装备
173,000779,甘咨询,8.47,2,1.44,1.61,建筑装饰
174,000801,四川九洲,17.85,2,3.96,9.75,黑色家电
175,000813,德展健康,3.99,2,2.31,3.9,化学制药
176,000818,航锦科技,21.08,2,5.03,7.22,化学原料
177,000820,*ST节能,3.73,2,10.36,6.33,环保设备
178,000829,天音控股,11.33,2,6.09,8.97,零售
179,000850,华茂股份,5.95,2,8.18,8.21,纺织制造
180,000852,石化机械,7.75,2,6.9,13.68,专用设备
181,000856,冀东装备,10.3,2,2.39,4.79,专用设备
182,000869,张裕A,20.86,2,0.72,0.44,饮料制造
183,000875,吉电股份,5.82,2,3.19,3.57,电力
184,000892,欢瑞世纪,8.16,2,12.24,27.72,影视院线
185,000901,航天科技,32.2,2,17.09,42.66,汽车零部件
186,000938,紫光股份,25.91,2,2.01,4.67,IT服务
187,000962,东方钽业,37.4,2,6.25,16.84,小金属
188,000965,天保基建,4.09,2,3.02,7.47,房地产
189,000989,九芝堂,9.08,2,1.23,2.6,中药
190,001201,东瑞股份,14.75,2,0.55,2.51,养殖业
191,001218,丽臣实业,23.27,2,0.74,2.67,化学制品
192,001238,浙江正特,54.66,2,7.26,2.08,家居用品
193,001296,长江材料,28.25,2,7.58,26.19,非金属材料
194,001300,三柏硕,16.78,2,2.94,4.56,家居用品
195,001316,润贝航科,41.26,2,6.73,11.15,石油加工贸易
196,001356,富岭股份,13.3,2,1.84,6.85,家居用品
197,001387,雪祺电气,14.19,2,1.94,8.0,白色家电
198,001696,宗申动力,22.48,2,2.27,6.02,通用设备
199,002007,华兰生物,15.65,2,1.56,1.71,生物制品
200,002012,凯恩股份,6.37,2,0.79,5.61,造纸
201,002015,协鑫能科,10.47,2,2.85,3.03,电力
202,002017,东信和平,25.19,2,13.83,18.05,通信设备
203,002030,达安基因,6.36,2,3.25,2.87,医疗器械
204,002037,保利联合,9.72,2,2.64,4.15,化学制品
205,002038,双鹭药业,7.85,2,1.82,5.68,化学制药
206,002065,东华软件,9.86,2,4.56,6.98,IT服务
207,002073,软控股份,8.35,2,1.21,5.86,专用设备
208,002076,*ST星光,2.24,2,3.7,4.38,光学光电子
209,002079,苏州固锝,9.89,2,1.54,4.88,光伏设备
210,002082,万邦德,15.05,2,8.66,6.32,中药
211,002086,东方海洋,2.41,2,1.69,6.59,医疗器械
212,002095,生意宝,18.78,2,3.36,5.24,文化传媒
213,002096,易普力,13.5,2,0.9,1.89,化学制品
214,002101,广东鸿图,12.49,2,1.13,2.67,汽车零部件
215,002106,莱宝高科,11.2,2,0.81,3.15,光学光电子
216,002111,威海广泰,10.75,2,2.58,5.66,军工装备
217,002115,三维通信,14.72,2,15.72,58.43,通信服务
218,002116,中国海诚,10.48,2,1.26,2.63,建筑装饰
219,002120,韵达股份,6.93,2,1.02,1.95,物流
220,002135,东南网架,5.09,2,4.09,5.18,建筑装饰
221,002137,实益达,8.95,2,3.71,8.27,光学光电子
222,002138,顺络电子,37.3,2,4.19,6.83,元件
223,002153,石基信息,11.99,2,8.02,8.43,软件开发
224,002174,游族网络,13.15,2,4.86,7.79,游戏
225,002178,延华智能,6.72,2,4.02,7.85,软件开发
226,002179,中航光电,38.89,2,4.88,10.5,军工电子
227,002181,粤传媒,10.08,2,12.75,10.46,文化传媒
228,002189,中光学,24.13,2,3.87,6.06,军工电子
229,002190,成飞集成,40.58,2,8.71,16.26,汽车零部件
230,002206,海利得,6.18,2,0.65,6.91,化学纤维
231,002210,飞马国际,3.48,2,2.65,7.76,环境治理
232,002212,天融信,9.53,2,4.38,9.74,软件开发
233,002223,鱼跃医疗,40.36,2,5.3,3.05,医疗器械
234,002227,奥特迅,12.46,2,2.13,4.16,其他电源设备
235,002242,九阳股份,10.48,2,0.58,2.59,小家电
236,002252,上海莱士,6.47,2,1.09,0.86,生物制品
237,002261,拓维信息,35.1,2,4.06,22.93,软件开发
238,002265,建设工业,27.92,2,3.91,3.73,军工装备
239,002268,电科网安,21.62,2,1.84,10.91,计算机设备
240,002269,美邦服饰,1.96,2,2.62,7.12,服装家纺
241,002275,桂林三金,14.44,2,0.84,0.91,中药
242,002278,神开股份,14.01,2,13.53,30.56,专用设备
243,002279,久其软件,9.38,2,13.83,40.65,软件开发
244,002283,天润工业,6.33,2,1.44,3.97,汽车零部件
245,002298,中电鑫龙,11.22,2,3.22,17.33,电网设备
246,002303,美盈森,4.11,2,1.48,5.58,包装印刷
247,002315,焦点科技,53.27,2,12.27,15.77,互联网电商
248,002316,亚联发展,5.71,2,20.97,23.99,通信服务
249,002331,皖通科技,9.3,2,2.65,6.95,IT服务
250,002332,仙琚制药,9.23,2,1.43,2.37,化学制药
251,002343,慈文传媒,7.51,2,4.31,9.15,影视院线
252,002354,天娱数科,7.35,2,8.89,19.04,文化传媒
253,002362,汉王科技,22.86,2,3.72,9.45,软件开发
254,002369,卓翼科技,9.0,2,2.04,9.48,消费电子
255,002370,亚太药业,7.79,2,3.59,12.46,化学制药
256,002389,航天彩虹,27.41,2,10.97,21.11,军工装备
257,002391,长青股份,6.04,2,0.5,2.99,农化制品
258,002410,广联达,13.13,2,3.14,3.84,软件开发
259,002416,爱施德,13.64,2,9.21,10.03,零售
260,002430,杭氧股份,33.26,2,4.66,6.8,化学制品
261,002437,誉衡药业,3.2,2,1.91,4.93,化学制药
262,002438,江苏神通,16.3,2,1.18,10.74,通用设备
263,002439,启明星辰,14.96,2,3.96,5.13,软件开发
264,002449,国星光电,8.76,2,2.22,4.72,光学光电子
265,002481,双塔食品,5.19,2,0.78,2.89,农产品加工
266,002485,ST雪发,4.61,2,9.76,2.63,物流
267,002494,华斯股份,5.46,2,2.63,7.66,服装家纺
268,002496,*ST辉丰,2.07,2,8.38,11.03,农化制品
269,002512,达华智能,6.93,2,12.68,23.65,计算机设备
270,002517,恺英网络,25.23,2,4.08,5.83,游戏
271,002529,*ST海源,7.65,2,8.82,7.7,专用设备
272,002540,亚太科技,7.18,2,1.7,5.98,工业金属
273,002550,千红制药,8.31,2,2.47,4.35,化学制药
274,002558,巨人网络,46.8,2,2.86,2.66,游戏
275,002576,通达动力,17.49,2,1.51,4.61,电机
276,002583,海能达,12.02,2,4.07,11.54,通信设备
277,002599,盛通股份,8.7,2,5.45,16.41,包装印刷
278,002605,姚记科技,25.12,2,5.68,7.43,游戏
279,002617,露笑科技,8.37,2,1.21,8.41,电力
280,002624,完美世界,17.55,2,5.41,5.25,游戏
281,002630,ST华西,2.69,2,6.75,7.81,其他电源设备
282,002640,跨境通,4.64,2,2.2,10.29,互联网电商
283,002641,公元股份,4.41,2,2.08,3.16,建筑材料
284,002642,荣联科技,8.65,2,3.84,6.96,IT服务
285,002646,天佑德酒,8.83,2,0.8,2.24,白酒
286,002649,博彦科技,14.41,2,9.25,11.97,IT服务
287,002651,利君股份,12.49,2,5.67,17.66,军工装备
288,002663,普邦股份,1.98,2,4.76,7.31,建筑装饰
289,002675,东诚药业,14.5,2,3.35,2.82,化学制药
290,002730,电光科技,15.63,2,3.65,4.88,专用设备
291,002732,燕塘乳业,17.25,2,1.11,3.35,饮料制造
292,002737,葵花药业,15.04,2,0.94,0.85,中药
293,002739,万达电影,11.45,2,0.79,4.88,影视院线
294,002771,真视通,15.87,2,3.52,6.98,IT服务
295,002777,久远银海,20.31,2,11.59,12.66,IT服务
296,002786,银宝山新,8.9,2,1.71,3.57,专用设备
297,002793,罗欣药业,5.03,2,3.5,2.83,化学制药
298,002799,环球印务,9.37,2,7.21,10.79,包装印刷
299,002809,红墙股份,10.81,2,2.37,5.49,化学制品
300,002817,黄山胶囊,7.8,2,2.36,3.99,医疗器械
301,002824,和胜股份,19.49,2,2.2,7.31,工业金属
302,002827,高争民爆,38.68,2,1.58,4.39,化学制品
303,002828,贝肯能源,11.64,2,7.18,28.73,油气开采及服务
304,002840,华统股份,9.7,2,0.62,2.99,食品加工制造
305,002841,视源股份,40.45,2,0.97,1.92,消费电子
306,002856,美芝股份,13.27,2,6.42,13.53,建筑装饰
307,002873,新天药业,10.27,2,2.7,4.33,中药
308,002878,元隆雅图,19.78,2,6.29,18.07,文化传媒
309,002881,美格智能,46.7,2,3.55,10.61,通信设备
310,002891,中宠股份,52.74,2,1.13,2.04,农产品加工
311,002896,中大力德,89.04,2,1.2,10.51,通用设备
312,002908,德生科技,10.79,2,4.96,20.09,IT服务
313,002912,中新赛克,33.6,2,9.37,9.74,计算机设备
314,002933,新兴装备,36.81,2,4.07,10.6,军工装备
315,002940,昂利康,35.84,2,2.84,10.01,化学制药
316,002941,新疆交建,16.82,2,2.69,6.58,建筑装饰
317,002949,华阳国际,16.06,2,3.81,7.46,建筑装饰
318,002953,日丰股份,12.2,2,4.18,12.35,电网设备
319,002972,科安达,12.02,2,1.52,4.58,轨交设备
320,002977,天箭科技,38.56,2,13.45,58.55,军工电子
321,002979,雷赛智能,42.95,2,2.63,6.28,自动化设备
322,002981,朝阳科技,29.71,2,2.03,5.31,消费电子
323,002985,北摩高科,34.22,2,4.27,25.27,军工装备
324,002992,宝明科技,48.39,2,0.35,2.27,光学光电子
325,002995,天地在线,18.64,2,8.0,13.2,文化传媒
326,003009,中天火箭,91.45,2,6.03,22.97,军工装备
327,003013,地铁设计,14.5,2,1.26,1.46,建筑装饰
328,003038,鑫铂股份,16.19,2,1.5,4.62,工业金属
329,300005,探路者,11.82,2,6.01,6.5,服装家纺
330,300009,安科生物,10.28,2,2.59,5.45,生物制品
331,300010,豆神教育,7.72,2,8.73,22.28,教育
332,300013,新宁物流,4.03,2,1.77,8.1,物流
333,300017,网宿科技,11.31,2,5.9,8.79,IT服务
334,300026,红日药业,3.65,2,1.67,2.65,中药
335,300027,华谊兄弟,2.28,2,4.59,7.92,影视院线
336,300031,宝通科技,23.99,2,4.08,9.68,游戏
337,300032,金龙机电,5.47,2,2.82,8.24,消费电子
338,300034,钢研高纳,21.1,2,5.18,15.14,军工装备
339,300036,超图软件,20.42,2,7.7,20.68,软件开发
340,300044,ST赛为,5.17,2,29.57,28.31,IT服务
341,300053,航宇微,21.72,2,17.47,52.32,半导体
342,300058,蓝色光标,17.18,2,20.14,62.07,文化传媒
343,300061,旗天科技,11.07,2,5.43,7.71,文化传媒
344,300063,天龙集团,10.85,2,22.74,52.13,文化传媒
345,300065,海兰信,23.03,2,22.83,65.19,军工装备
346,300072,海新能科,5.29,2,9.52,13.75,化学制品
347,300074,华平股份,4.93,2,6.48,9.45,软件开发
348,300078,思创医惠,4.55,2,9.64,21.03,IT服务
349,300081,恒信东方,5.72,2,8.13,13.93,通信服务
350,300082,奥克股份,10.62,2,1.72,7.49,化学原料
351,300083,创世纪,9.71,2,4.97,9.54,通用设备
352,300095,华伍股份,12.34,2,7.4,42.17,专用设备
353,300100,双林股份,39.61,2,2.4,6.32,汽车零部件
354,300106,西部牧业,10.97,2,1.39,8.0,饮料制造
355,300109,新开源,17.29,2,1.29,5.53,化学制品
356,300111,向日葵,6.51,2,1.88,10.57,化学制药
357,300113,顺网科技,22.03,2,6.32,12.79,通信服务
358,300120,经纬辉开,8.78,2,1.97,6.67,光学光电子
359,300139,晓程科技,33.76,2,6.63,31.66,贵金属
360,300142,沃森生物,12.12,2,7.45,6.97,生物制品
361,300149,睿智医药,10.95,2,8.2,12.76,医疗服务
362,300150,世纪瑞尔,5.55,2,3.35,6.15,IT服务
363,300158,振东制药,6.27,2,4.15,7.6,中药
364,300162,雷曼光电,8.3,2,2.47,9.9,光学光电子
365,300166,东方国信,11.15,2,7.94,13.36,IT服务
366,300168,万达信息,7.3,2,9.45,6.67,IT服务
367,300171,东富龙,17.29,2,3.66,5.33,医疗器械
368,300175,ST朗源,5.86,2,1.03,1.82,农产品加工
369,300176,鸿特科技,6.77,2,1.35,5.43,汽车零部件
370,300177,中海达,11.07,2,3.55,22.78,军工电子
371,300182,捷成股份,6.05,2,7.46,10.36,影视院线
372,300183,东软载波,15.57,2,2.91,3.14,通信设备
373,300188,国投智能,15.19,2,3.97,5.79,软件开发
374,300192,科德教育,22.58,2,4.97,26.87,教育
375,300193,佳士科技,9.13,2,1.67,3.64,通用设备
376,300194,福安药业,4.49,2,0.67,4.44,化学制药
377,300206,理邦仪器,14.48,2,8.38,9.0,医疗器械
378,300213,佳讯飞鸿,10.06,2,4.47,15.84,通信设备
379,300217,东方电热,5.45,2,2.83,8.38,光伏设备
380,300220,金运激光,15.2,2,3.9,5.46,自动化设备
381,300222,科大智能,11.7,2,2.45,8.92,电网设备
382,300226,上海钢联,27.0,2,6.26,11.12,软件开发
383,300229,拓尔思,22.03,2,9.71,14.9,软件开发
384,300230,永利股份,5.0,2,1.42,5.11,塑料制品
385,300231,银信科技,10.98,2,3.78,5.4,IT服务
386,300241,瑞丰光电,5.86,2,2.63,7.38,光学光电子
387,300242,佳云科技,5.44,2,11.02,16.19,文化传媒
388,300244,迪安诊断,21.72,2,26.72,29.92,医疗服务
389,300248,新开普,12.92,2,4.87,7.3,IT服务
390,300251,光线传媒,17.31,2,3.28,4.45,影视院线
391,300253,卫宁健康,10.81,2,19.84,26.54,软件开发
392,300254,仟源医药,10.84,2,6.59,10.0,化学制药
393,300264,佳创视讯,7.58,2,9.38,26.19,IT服务
394,300267,尔康制药,3.63,2,3.71,5.81,化学制药
395,300271,华宇软件,7.93,2,7.6,6.39,软件开发
396,300272,开能健康,7.65,2,1.19,9.23,小家电
397,300275,梅安森,14.29,2,7.28,24.32,专用设备
398,300277,海联讯,13.7,2,5.63,8.05,IT服务
399,300279,和晶科技,7.4,2,3.21,4.14,白色家电
400,300281,金明精机,8.58,2,6.06,17.88,专用设备
401,300283,温州宏丰,7.9,2,2.2,10.2,电网设备
402,300286,安科瑞,26.07,2,4.99,11.79,电网设备
403,300287,飞利信,5.27,2,5.61,10.58,IT服务
404,300288,朗玛信息,15.14,2,10.51,14.66,IT服务
405,300292,吴通控股,4.7,2,3.3,7.64,通信服务
406,300294,博雅生物,23.49,2,1.73,1.67,生物制品
407,300295,三六五网,13.34,2,4.3,11.86,文化传媒
408,300298,三诺生物,18.65,2,6.75,7.49,医疗器械
409,300303,聚飞光电,7.02,2,1.01,7.01,光学光电子
410,300311,ST任子行,4.74,2,3.72,4.13,软件开发
411,300320,海达股份,9.64,2,2.01,3.81,橡胶制品
412,300339,润和软件,52.33,2,3.21,9.73,IT服务
413,300342,天银机电,39.3,2,14.91,57.62,白色家电
414,300350,华鹏飞,6.52,2,3.33,9.26,物流
415,300354,东华测试,47.52,2,2.04,16.36,通用设备
416,300359,全通教育,5.54,2,4.33,4.91,教育
417,300364,中文在线,29.15,2,13.78,32.0,文化传媒
418,300365,恒华科技,6.73,2,5.16,7.24,软件开发
419,300366,ST创意,7.27,2,5.82,10.81,软件开发
420,300374,中铁装配,16.2,2,1.89,6.69,建筑材料
421,300378,鼎捷数智,53.68,2,13.11,31.27,软件开发
422,300385,雪浪环境,6.83,2,9.98,9.68,环保设备
423,300393,中来股份,7.19,2,2.57,11.93,光伏设备
424,300396,迪瑞医疗,13.45,2,2.99,2.59,医疗器械
425,300397,天和防务,16.33,2,5.97,34.52,军工电子
426,300405,科隆股份,6.73,2,4.5,10.16,化学制品
427,300406,九强生物,13.58,2,1.72,2.67,医疗器械
428,300407,凯发电气,12.16,2,4.83,9.91,电网设备
429,300408,三环集团,47.7,2,3.22,3.04,元件
430,300411,金盾股份,12.45,2,6.23,18.32,专用设备
431,300416,苏试试验,19.92,2,5.79,22.91,其他社会服务
432,300417,南华仪器,14.15,2,2.17,6.65,通用设备
433,300424,航新科技,19.95,2,6.4,32.37,军工装备
434,300425,中建环能,5.1,2,1.39,2.15,环境治理
435,300427,红相股份,13.67,2,13.07,55.87,电网设备
436,300434,金石亚药,10.78,2,2.67,6.36,化学制药
437,300439,美康生物,10.19,2,1.39,2.92,医疗器械
438,300443,金雷股份,30.76,2,5.85,13.08,风电设备
439,300447,全信股份,20.16,2,12.25,41.53,军工电子
440,300450,先导智能,58.4,2,6.01,15.71,电池
441,300451,创业慧康,5.77,2,12.48,18.89,软件开发
442,300453,三鑫医疗,9.12,2,1.11,3.25,医疗器械
443,300455,航天智装,35.16,2,14.42,26.54,计算机设备
444,300459,汤姆猫,5.4,2,7.36,28.1,游戏
445,300460,ST惠伦,8.18,2,4.74,8.27,元件
446,300484,蓝海华腾,20.22,2,3.37,7.51,自动化设备
447,300485,赛升药业,11.43,2,2.88,6.44,生物制品
448,300488,恒锋工具,33.16,2,1.84,2.31,通用设备
449,300493,润欣科技,21.96,2,5.58,16.21,其他电子
450,300515,三德科技,20.62,2,3.36,3.48,通用设备
451,300519,新光药业,15.65,2,2.62,5.38,中药
452,300523,辰安科技,24.42,2,3.17,5.0,IT服务
453,300525,博思软件,14.46,2,3.73,10.83,软件开发
454,300527,ST应急,8.33,2,2.84,4.66,军工装备
455,300528,幸福蓝海,21.35,2,5.43,12.2,影视院线
456,300529,健帆生物,20.67,2,2.73,2.25,医疗器械
457,300532,今天国际,12.23,2,2.17,3.31,IT服务
458,300533,冰川网络,37.63,2,4.85,15.26,游戏
459,300534,陇神戎发,9.78,2,1.45,5.07,中药
460,300536,农尚环境,9.49,2,25.2,23.05,建筑装饰
461,300540,蜀道装备,22.56,2,11.79,13.88,专用设备
462,300543,朗科智能,11.19,2,2.19,7.09,消费电子
463,300556,丝路视觉,20.07,2,4.97,10.89,软件开发
464,300563,神宇股份,38.52,2,2.39,12.15,通信设备
465,300564,筑博设计,16.01,2,4.64,8.1,建筑装饰
