序号,股票代码,股票简称,最新价,量价齐升天数,阶段涨幅,累计换手率,所属行业
1379,002806,华锋股份,12.5,1,0.08,4.84,汽车零部件
1380,002807,江阴银行,4.57,1,0.44,1.27,银行
1381,002815,崇达技术,14.44,1,2.12,6.24,元件
1382,002821,凯莱英,103.97,1,3.6,2.56,医疗服务
1383,002826,易明医药,18.41,1,0.11,3.1,化学制药
1384,002829,星网宇达,32.45,1,0.31,16.77,军工装备
1385,002830,名雕股份,19.98,1,0.81,6.34,建筑装饰
1386,002831,裕同科技,27.8,1,1.46,1.72,包装印刷
1387,002832,比音勒芬,15.21,1,0.4,1.44,服装家纺
1388,002833,弘亚数控,16.61,1,0.06,1.45,专用设备
1389,002835,同为股份,16.63,1,0.85,2.36,计算机设备
1390,002836,新宏泽,16.52,1,6.86,7.16,包装印刷
1391,002837,英维克,102.19,1,0.62,5.88,专用设备
1392,002838,道恩股份,27.31,1,9.99,2.93,塑料制品
1393,002842,翔鹭钨业,16.55,1,4.75,19.98,小金属
1394,002846,英联股份,16.68,1,0.48,3.42,包装印刷
1395,002848,*ST高斯,10.27,1,5.01,7.37,黑色家电
1396,002850,科达利,166.62,1,7.7,4.8,电池
1397,002851,麦格米特,100.81,1,3.39,4.67,其他电源设备
1398,002855,捷荣技术,16.78,1,0.3,1.35,消费电子
1399,002859,洁美科技,29.6,1,1.13,1.02,其他电子
1400,002860,星帅尔,14.1,1,0.57,5.31,白色家电
1401,002861,瀛通通讯,18.65,1,1.19,4.37,消费电子
1402,002862,实丰文化,20.48,1,6.06,11.15,家居用品
1403,002863,今飞凯达,5.86,1,2.09,4.01,汽车零部件
1404,002865,钧达股份,70.66,1,3.11,29.29,光伏设备
1405,002866,传艺科技,18.35,1,0.05,5.92,消费电子
1406,002870,香山股份,38.56,1,1.02,4.42,汽车零部件
1407,002871,伟隆股份,19.04,1,4.44,4.05,通用设备
1408,002888,惠威科技,20.09,1,1.52,7.89,消费电子
1409,002890,弘宇股份,14.6,1,0.14,1.16,专用设备
1410,002892,科力尔,13.38,1,0.9,2.93,电机
1411,002897,意华股份,53.98,1,1.01,5.97,通信设备
1412,002899,英派斯,29.64,1,3.96,4.84,家居用品
1413,002900,哈三联,12.96,1,0.31,2.98,化学制药
1414,002901,大博医疗,51.19,1,3.39,1.19,医疗器械
1415,002905,金逸影视,11.25,1,1.63,5.31,影视院线
1416,002907,华森制药,15.4,1,0.52,1.21,中药
1417,002909,集泰股份,7.25,1,1.26,8.12,化学制品
1418,002915,中欣氟材,24.17,1,0.75,4.68,化学制品
1419,002917,金奥博,13.57,1,0.59,2.1,化学制品
1420,002918,蒙娜丽莎,15.8,1,1.74,4.65,家居用品
1421,002919,名臣健康,23.54,1,2.44,2.52,游戏
1422,002923,润都股份,12.7,1,0.95,1.65,化学制药
1423,002927,泰永长征,23.38,1,10.02,13.47,电网设备
1424,002930,宏川智慧,11.16,1,2.67,2.0,物流
1425,002932,明德生物,18.76,1,0.32,2.3,医疗器械
1426,002938,鹏鼎控股,53.42,1,1.08,1.73,元件
1427,002946,新乳业,18.7,1,0.48,0.65,饮料制造
1428,002950,奥美医疗,11.52,1,1.32,2.31,医疗器械
1429,002955,鸿合科技,30.41,1,2.12,2.28,光学光电子
1430,002958,青农商行,3.1,1,0.32,0.71,银行
1431,002959,小熊电器,43.67,1,1.61,1.52,小家电
1432,002960,青鸟消防,11.34,1,0.71,1.77,专用设备
1433,002962,五方光电,14.95,1,1.49,2.82,光学光电子
1434,002965,祥鑫科技,42.27,1,1.12,6.33,汽车零部件
1435,002970,锐明技术,55.41,1,2.08,6.28,计算机设备
1436,002978,安宁股份,36.68,1,2.23,3.64,小金属
1437,002980,华盛昌,21.82,1,0.09,2.48,电网设备
1438,002982,湘佳股份,13.98,1,1.45,1.88,养殖业
1439,002987,京北方,20.87,1,3.06,2.9,软件开发
1440,002993,奥海科技,45.48,1,0.42,1.62,消费电子
1441,002996,顺博合金,7.89,1,1.41,2.85,工业金属
1442,002997,瑞鹄模具,37.15,1,0.05,1.53,汽车零部件
1443,003001,中岩大地,22.13,1,1.1,5.62,建筑装饰
1444,003006,百亚股份,21.22,1,0.14,1.09,美容护理
1445,003012,东鹏控股,6.77,1,0.74,0.59,家居用品
1446,003019,宸展光电,35.21,1,5.07,5.68,光学光电子
1447,003020,立方制药,27.98,1,0.4,3.0,化学制药
1448,003021,兆威机电,128.94,1,3.74,5.52,电机
1449,003027,同兴科技,21.83,1,2.44,5.5,环境治理
1450,003040,楚天龙,20.06,1,1.42,4.43,通信设备
1451,003041,真爱美家,58.22,1,7.89,6.16,服装家纺
1452,003042,中农联合,16.15,1,0.31,3.15,农化制品
1453,300001,特锐德,27.28,1,1.79,2.32,电网设备
1454,300002,神州泰岳,12.31,1,4.06,7.3,游戏
1455,300012,华测检测,14.57,1,1.67,2.51,其他社会服务
1456,300014,亿纬锂能,69.24,1,0.35,2.15,电池
1457,300015,爱尔眼科,11.42,1,0.97,0.78,医疗服务
1458,300018,中元股份,13.15,1,7.17,8.65,电网设备
1459,300019,硅宝科技,22.15,1,1.05,4.79,化学制品
1460,300020,ST银江,3.69,1,2.5,2.05,IT服务
1461,300022,吉峰科技,7.9,1,2.33,2.91,零售
1462,300024,机器人,18.6,1,1.36,3.36,自动化设备
1463,300035,中科电气,22.63,1,0.85,5.82,电池
1464,300037,新宙邦,55.47,1,4.74,5.77,电池
1465,300039,上海凯宝,6.18,1,0.98,2.61,中药
1466,300040,九洲集团,6.3,1,0.8,3.92,电力
1467,300041,回天新材,11.81,1,0.34,4.22,化学制品
1468,300043,星辉娱乐,6.35,1,3.42,8.3,游戏
1469,300045,华力创通,31.18,1,6.93,27.55,军工电子
1470,300047,天源迪科,13.49,1,2.28,6.47,软件开发
1471,300050,世纪鼎利,5.73,1,1.96,3.31,通信服务
1472,300057,万顺新材,5.88,1,0.17,4.52,工业金属
1473,300062,中能电气,9.05,1,0.11,13.27,电网设备
1474,300066,三川智慧,6.73,1,2.43,4.47,通用设备
1475,300068,南都电源,16.67,1,1.4,5.27,电池
1476,300070,碧水源,4.05,1,1.0,0.82,环境治理
1477,300071,福石控股,7.44,1,12.56,26.29,文化传媒
1478,300073,当升科技,60.94,1,1.3,3.6,电池
1479,300075,数字政通,15.95,1,2.9,3.52,软件开发
1480,300076,GQY视讯,8.43,1,3.95,8.1,光学光电子
1481,300077,国民技术,21.31,1,0.71,3.38,半导体
1482,300079,数码视讯,5.66,1,2.35,3.31,IT服务
1483,300084,海默科技,10.52,1,3.14,6.21,专用设备
1484,300085,银之杰,41.74,1,1.19,5.47,软件开发
1485,300087,荃银高科,10.76,1,-7.96,10.56,种植业与林业
1486,300088,长信科技,6.27,1,1.62,3.09,光学光电子
1487,300091,*ST金灵,3.09,1,5.1,4.42,通用设备
1488,300093,*ST金刚,18.01,1,9.75,4.08,光伏设备
1489,300094,国联水产,4.1,1,7.05,21.4,养殖业
1490,300096,ST易联众,7.38,1,0.14,1.56,软件开发
1491,300098,高新兴,6.57,1,3.3,10.5,通信设备
1492,300099,尤洛卡,8.2,1,1.49,7.42,专用设备
1493,300101,振芯科技,30.65,1,5.29,10.83,军工电子
1494,300103,达刚控股,8.04,1,1.64,2.16,专用设备
1495,300107,建新股份,6.96,1,0.87,2.07,化学制品
1496,300115,长盈精密,44.48,1,0.34,8.94,消费电子
1497,300119,瑞普生物,19.9,1,1.12,1.63,养殖业
1498,300122,智飞生物,19.8,1,1.7,1.8,生物制品
1499,300124,汇川技术,78.3,1,0.93,1.4,自动化设备
1500,300125,*ST聆达,7.31,1,1.67,1.96,光伏设备
1501,300127,银河磁体,33.77,1,4.1,8.82,金属新材料
1502,300130,新国都,27.67,1,2.86,6.73,计算机设备
1503,300131,英唐智控,15.79,1,2.87,11.71,其他电子
1504,300132,青松股份,8.7,1,2.47,4.99,美容护理
1505,300133,华策影视,9.06,1,5.59,12.02,影视院线
1506,300134,大富科技,12.99,1,0.93,2.33,通信设备
1507,300135,宝利国际,4.13,1,0.98,2.33,石油加工贸易
1508,300144,宋城演艺,8.32,1,0.36,1.4,旅游及酒店
1509,300145,南方泵业,4.72,1,1.07,2.91,通用设备
1510,300146,汤臣倍健,12.28,1,0.41,1.45,食品加工制造
1511,300147,ST香雪,9.15,1,2.58,2.59,中药
1512,300154,瑞凌股份,9.55,1,0.31,1.97,通用设备
1513,300157,新锦动力,4.84,1,2.33,6.74,通用设备
1514,300164,通源石油,6.57,1,8.95,32.75,油气开采及服务
1515,300174,元力股份,16.02,1,0.31,2.57,化学制品
1516,300180,华峰超纤,6.87,1,2.08,3.71,塑料制品
1517,300181,佐力药业,16.6,1,0.85,2.18,中药
1518,300184,力源信息,10.47,1,0.67,4.83,其他电子
1519,300187,永清环保,5.02,1,1.41,1.71,环境治理
1520,300189,神农种业,7.5,1,3.45,24.54,种植业与林业
1521,300190,维尔利,4.46,1,1.6,3.54,环境治理
1522,300191,潜能恒信,20.04,1,2.88,5.36,油气开采及服务
1523,300197,节能铁汉,1.84,1,0.55,1.57,环境治理
1524,300198,ST纳川,2.57,1,0.39,1.58,建筑材料
1525,300201,海伦哲,7.46,1,9.55,9.79,工程机械
1526,300203,聚光科技,16.42,1,0.06,2.38,通用设备
1527,300204,舒泰神,30.8,1,4.05,9.35,化学制药
1528,300207,欣旺达,25.62,1,0.47,3.09,电池
1529,300209,有棵树,5.63,1,2.55,6.32,互联网电商
1530,300210,森远股份,9.04,1,1.23,1.92,专用设备
1531,300218,安利股份,16.74,1,1.95,3.72,塑料制品
1532,300219,鸿利智汇,7.46,1,1.08,2.74,光学光电子
1533,300221,银禧科技,10.77,1,3.26,13.45,塑料制品
1534,300224,正海磁材,16.51,1,2.55,5.05,金属新材料
1535,300227,光韵达,10.03,1,2.24,7.08,自动化设备
1536,300235,方直科技,17.35,1,1.7,10.28,软件开发
1537,300240,飞力达,7.67,1,0.52,2.67,物流
1538,300245,天玑科技,12.89,1,2.79,4.02,IT服务
1539,300247,融捷健康,5.21,1,2.16,3.75,小家电
1540,300249,依米康,16.24,1,6.56,13.94,计算机设备
1541,300250,初灵信息,26.92,1,5.16,20.55,IT服务
1542,300256,星星科技,4.08,1,0.25,1.87,消费电子
1543,300257,开山股份,14.62,1,3.03,1.51,通用设备
1544,300258,精锻科技,14.56,1,1.75,5.0,汽车零部件
1545,300259,新天科技,4.58,1,0.44,2.43,通用设备
1546,300261,雅本化学,6.99,1,0.43,1.69,农化制品
1547,300266,兴源环境,2.66,1,0.76,1.98,环境治理
1548,300269,联建光电,8.2,1,1.61,22.72,光学光电子
1549,300270,中威电子,12.25,1,1.58,6.49,计算机设备
1550,300278,华昌达,6.18,1,1.64,3.43,自动化设备
1551,300284,苏交科,8.13,1,0.62,1.19,建筑装饰
1552,300285,国瓷材料,33.88,1,14.93,9.62,电子化学品
1553,300296,利亚德,6.75,1,1.35,4.15,光学光电子
1554,300299,富春股份,7.89,1,5.48,13.05,游戏
1555,300306,远方信息,14.25,1,0.07,5.71,通用设备
1556,300310,宜通世纪,6.75,1,4.01,15.46,通信服务
1557,300315,掌趣科技,5.37,1,3.67,5.74,游戏
1558,300318,博晖创新,6.66,1,2.3,2.42,生物制品
1559,300319,麦捷科技,12.38,1,0.73,3.62,元件
1560,300321,同大股份,43.21,1,0.02,1.89,塑料制品
1561,300323,华灿光电,8.66,1,4.09,6.12,光学光电子
1562,300327,中颖电子,30.0,1,1.11,5.45,半导体
1563,300328,宜安科技,17.88,1,2.58,6.17,小金属
1564,300332,天壕能源,5.57,1,2.39,3.64,燃气
1565,300333,兆日科技,11.68,1,2.01,3.99,计算机设备
1566,300335,迪森股份,5.92,1,0.68,3.08,电力
1567,300338,ST开元,3.7,1,2.49,2.75,教育
1568,300340,科恒股份,12.73,1,0.87,3.12,电池
1569,300341,麦克奥迪,16.98,1,1.13,1.55,医疗器械
1570,300348,长亮科技,15.02,1,1.76,4.66,软件开发
1571,300349,金卡智能,16.57,1,6.08,9.16,通用设备
1572,300351,永贵电器,18.62,1,1.92,7.48,轨交设备
1573,300355,蒙草生态,4.11,1,0.49,3.16,环境治理
1574,300357,我武生物,31.2,1,2.43,1.46,生物制品
1575,300358,楚天科技,11.29,1,5.81,7.59,医疗器械
1576,300363,博腾股份,25.6,1,2.61,2.41,医疗服务
1577,300369,绿盟科技,7.95,1,2.32,2.84,软件开发
1578,300376,ST易事特,6.83,1,5.89,1.85,其他电源设备
1579,300377,赢时胜,22.36,1,2.52,11.97,软件开发
1580,300380,安硕信息,43.71,1,2.27,4.38,软件开发
1581,300381,溢多利,6.78,1,0.3,1.65,化学制药
1582,300382,斯莱克,15.62,1,0.39,3.14,专用设备
1583,300383,光环新网,15.13,1,6.03,10.59,通信服务
1584,300386,飞天诚信,17.46,1,1.34,3.91,计算机设备
1585,300387,富邦科技,8.76,1,0.81,2.07,农化制品
1586,300388,节能国祯,8.18,1,1.62,1.48,环境治理
1587,300394,天孚通信,199.0,1,1.92,4.45,通信设备
1588,300399,天利科技,29.27,1,1.42,11.26,IT服务
1589,300400,劲拓股份,21.32,1,2.55,4.51,自动化设备
1590,300403,汉宇集团,14.45,1,0.91,5.16,白色家电
1591,300413,芒果超媒,26.34,1,5.15,4.21,文化传媒
1592,300415,伊之密,27.56,1,1.25,2.75,专用设备
1593,300418,昆仑万维,54.02,1,19.99,16.37,游戏
1594,300419,ST浩丰,6.61,1,2.96,3.21,IT服务
1595,300420,五洋自控,4.18,1,1.21,3.94,通用设备
1596,300421,力星股份,36.4,1,4.0,22.41,通用设备
1597,300428,立中集团,24.76,1,2.95,4.09,汽车零部件
1598,300433,蓝思科技,38.69,1,14.13,6.17,消费电子
1599,300436,广生堂,94.4,1,3.66,7.54,化学制药
1600,300440,运达科技,12.31,1,1.48,1.63,IT服务
1601,300442,润泽科技,69.2,1,15.7,7.0,通信服务
1602,300444,双杰电气,10.49,1,0.67,11.07,电网设备
1603,300445,康斯特,27.71,1,4.17,14.21,通用设备
1604,300448,浩云科技,8.72,1,6.6,9.81,IT服务
1605,300449,汉邦高科,7.54,1,1.21,2.15,计算机设备
1606,300454,深信服,133.4,1,9.03,4.53,软件开发
1607,300456,赛微电子,53.11,1,0.68,12.54,半导体
1608,300458,全志科技,44.82,1,1.66,3.9,半导体
1609,300461,田中精机,19.59,1,0.46,2.31,自动化设备
1610,300463,迈克生物,11.77,1,2.08,1.75,医疗器械
1611,300464,星徽股份,6.46,1,0.94,4.04,互联网电商
1612,300465,高伟达,20.74,1,4.22,6.66,软件开发
1613,300468,四方精创,36.3,1,2.46,8.21,软件开发
1614,300470,中密控股,38.44,1,2.45,3.55,通用设备
1615,300472,*ST新元,7.54,1,2.72,5.71,专用设备
1616,300473,德尔股份,32.37,1,7.29,6.46,汽车零部件
1617,300479,神思电子,19.52,1,1.51,2.99,计算机设备
1618,300480,光力科技,19.02,1,3.26,9.97,专用设备
1619,300482,万孚生物,20.42,1,1.24,1.26,医疗器械
1620,300486,东杰智能,20.98,1,8.09,5.94,自动化设备
1621,300491,通合科技,28.23,1,5.81,10.95,其他电源设备
1622,300494,盛天网络,13.06,1,3.65,7.11,游戏
1623,300496,中科创达,74.92,1,3.68,8.2,IT服务
1624,300497,富祥药业,16.25,1,5.25,13.15,化学制药
1625,300498,温氏股份,16.98,1,0.12,0.61,养殖业
1626,300499,高澜股份,32.58,1,3.43,16.38,专用设备
1627,300503,昊志机电,64.91,1,6.76,28.61,通用设备
1628,300506,*ST名家,4.18,1,1.21,1.56,建筑装饰
1629,300513,恒实科技,10.79,1,4.05,6.25,通信服务
1630,300518,新迅达,20.66,1,3.14,7.62,互联网电商
1631,300530,领湃科技,28.01,1,0.61,1.65,电池
1632,300531,优博讯,18.27,1,1.33,2.79,计算机设备
1633,300539,横河精密,40.52,1,3.5,5.67,塑料制品
1634,300541,先进数通,15.45,1,2.32,5.47,IT服务
1635,300542,新晨科技,20.4,1,2.56,7.15,软件开发
1636,300545,联得装备,34.26,1,6.9,14.53,光学光电子
1637,300546,雄帝科技,25.71,1,1.94,7.7,计算机设备
1638,300547,川环科技,39.23,1,1.74,6.81,汽车零部件
1639,300550,和仁科技,15.4,1,5.7,3.44,软件开发
1640,300553,集智股份,46.36,1,16.25,21.65,通用设备
1641,300558,贝达药业,50.85,1,2.96,2.48,化学制药
1642,300559,佳发教育,13.64,1,3.49,3.88,软件开发
1643,300562,乐心医疗,14.53,1,3.05,6.63,医疗器械
1644,300579,数字认证,33.13,1,1.69,3.74,软件开发
1645,300580,贝斯特,26.22,1,1.83,2.13,汽车零部件
1646,300586,美联新材,11.67,1,5.14,8.06,塑料制品
1647,300590,移为通信,13.03,1,0.93,3.25,通信设备
1648,300591,万里马,9.62,1,1.37,7.57,服装家纺
1649,300592,华凯易佰,12.15,1,10.45,10.91,互联网电商
1650,300598,诚迈科技,48.01,1,1.07,4.36,软件开发
1651,300602,飞荣达,32.96,1,2.84,7.55,消费电子
1652,300607,拓斯达,32.85,1,0.43,7.17,自动化设备
1653,300609,汇纳科技,44.02,1,2.85,5.48,IT服务
1654,300610,晨化股份,11.84,1,0.17,2.86,化学制品
1655,300611,美力科技,28.23,1,0.39,5.24,汽车零部件
1656,300612,宣亚国际,20.34,1,8.89,31.81,文化传媒
1657,300613,富瀚微,47.75,1,0.53,2.05,半导体
1658,300619,金银河,47.76,1,1.16,8.71,电池
1659,300622,博士眼镜,32.41,1,2.79,11.24,零售
1660,300623,捷捷微电,29.16,1,3.11,3.81,半导体
1661,300626,华瑞股份,16.6,1,8.85,9.87,电机
1662,300627,华测导航,42.68,1,2.67,7.98,通信设备
1663,300628,亿联网络,36.58,1,1.81,1.24,通信设备
1664,300631,久吾高科,30.3,1,1.51,3.82,环保设备
1665,300636,同和药业,7.73,1,0.52,1.79,化学制药
1666,300639,凯普生物,5.68,1,0.35,1.43,医疗器械
1667,300640,德艺文创,8.34,1,3.99,21.73,家居用品
1668,300651,金陵体育,21.41,1,1.37,5.96,家居用品
1669,300656,民德电子,22.95,1,0.66,2.18,其他电子
1670,300657,弘信电子,30.71,1,2.95,5.69,元件
1671,300660,江苏雷利,55.31,1,2.39,3.35,电机
1672,300671,富满微,34.16,1,0.86,2.45,半导体
1673,300674,宇信科技,24.02,1,2.21,2.83,IT服务
1674,300677,英科医疗,39.52,1,0.64,2.0,医疗器械
1675,300679,电连技术,50.98,1,1.25,1.89,消费电子
1676,300683,海特生物,30.11,1,2.1,3.77,医疗服务
1677,300684,中石科技,49.75,1,1.7,8.25,电子化学品
1678,300692,中环环保,8.61,1,0.94,2.77,环境治理
1679,300694,蠡湖股份,12.28,1,1.07,2.14,汽车零部件
1680,300695,兆丰股份,92.82,1,1.19,1.69,汽车零部件
1681,300697,电工合金,17.7,1,2.25,8.87,工业金属
1682,300700,岱勒新材,12.86,1,0.86,4.25,通用设备
1683,300703,创源股份,25.66,1,1.14,6.53,家居用品
1684,300705,九典制药,15.77,1,1.09,2.08,化学制药
1685,300707,威唐工业,16.84,1,0.18,8.76,汽车零部件
1686,300709,精研科技,48.71,1,2.25,8.07,消费电子
1687,300712,永福股份,27.58,1,0.47,2.17,建筑装饰
1688,300718,长盛轴承,84.28,1,0.48,4.65,通用设备
1689,300727,润禾材料,36.95,1,2.24,3.58,化学制品
1690,300735,光弘科技,25.7,1,1.14,1.81,消费电子
1691,300739,明阳电路,18.8,1,0.91,6.47,元件
1692,300748,金力永磁,37.8,1,6.48,9.87,金属新材料
1693,300750,宁德时代,369.23,1,0.0,0.74,电池
1694,300752,隆利科技,18.71,1,1.08,2.87,光学光电子
1695,300755,华致酒行,17.81,1,1.19,1.17,零售
1696,300758,七彩化学,13.42,1,1.82,3.72,化学制品
1697,300759,康龙化成,31.59,1,1.32,1.74,医疗服务
1698,300760,迈瑞医疗,203.68,1,0.98,0.74,医疗器械
1699,300761,立华股份,21.19,1,1.92,1.6,养殖业
1700,300765,新诺威,41.09,1,2.93,1.16,化学制药
1701,300769,德方纳米,45.42,1,0.07,6.77,电池
1702,300770,新媒股份,44.38,1,2.97,2.58,文化传媒
1703,300771,智莱科技,16.65,1,4.85,19.11,计算机设备
1704,300773,拉卡拉,27.66,1,3.91,12.58,多元金融
1705,300774,倍杰特,24.76,1,11.13,15.65,环境治理
1706,300782,卓胜微,82.99,1,3.03,4.12,半导体
1707,300787,海能实业,12.13,1,1.85,4.16,消费电子
1708,300788,中信出版,29.12,1,2.54,2.02,文化传媒
1709,300795,米奥会展,13.87,1,1.84,2.55,其他社会服务
1710,300807,天迈科技,61.5,1,13.57,15.08,计算机设备
1711,300813,泰林生物,26.2,1,1.39,5.18,专用设备
1712,300815,玉禾田,23.52,1,0.64,2.3,环境治理
1713,300818,耐普矿机,39.7,1,3.82,2.95,专用设备
1714,300829,金丹科技,17.22,1,0.12,2.78,化学制品
1715,300831,派瑞股份,12.01,1,1.52,6.63,半导体
1716,300833,浩洋股份,43.1,1,2.79,1.84,专用设备
1717,300836,佰奥智能,56.8,1,1.94,2.88,专用设备
1718,300843,胜蓝股份,50.18,1,2.51,5.38,消费电子
1719,300846,首都在线,24.54,1,8.3,20.97,通信服务
1720,300848,美瑞新材,15.73,1,1.03,3.71,化学制品
1721,300859,西域旅游,38.06,1,0.37,3.45,旅游及酒店
1722,300863,卡倍亿,53.89,1,4.62,3.25,汽车零部件
1723,300872,天阳科技,20.86,1,2.86,5.46,IT服务
1724,300873,海晨股份,22.5,1,0.76,2.09,物流
1725,300879,大叶股份,29.83,1,1.05,1.88,专用设备
1726,300882,万胜智能,20.12,1,1.26,2.54,电网设备
1727,300883,龙利得,6.72,1,0.45,2.83,包装印刷
1728,300885,海昌新材,32.92,1,0.98,18.34,通用设备
1729,300888,稳健医疗,39.17,1,1.03,0.73,美容护理
1730,300890,翔丰华,31.23,1,1.07,5.12,电池
1731,300891,惠云钛业,9.26,1,0.87,2.8,化学原料
1732,300905,宝丽迪,34.02,1,0.53,3.88,化学纤维
1733,300906,日月明,36.79,1,3.63,6.38,轨交设备
1734,300908,仲景食品,28.19,1,0.46,1.33,食品加工制造
1735,300909,汇创达,51.13,1,8.19,6.95,光学光电子
1736,300913,兆龙互连,55.8,1,3.01,4.86,通信设备
1737,300920,润阳科技,44.34,1,0.64,4.14,塑料制品
1738,300923,研奥股份,26.0,1,0.46,1.75,轨交设备
1739,300925,法本信息,22.51,1,3.4,6.98,软件开发
1740,300926,博俊科技,33.02,1,1.29,2.05,汽车零部件
1741,300927,江天化学,24.33,1,0.58,2.71,化学原料
1742,300931,通用电梯,11.25,1,1.08,2.31,专用设备
1743,300932,三友联众,12.45,1,0.65,4.62,电网设备
1744,300937,药易购,36.75,1,3.87,17.36,医药商业
1745,300941,创识科技,23.34,1,1.61,9.99,计算机设备
1746,300948,冠中生态,26.06,1,6.02,9.56,环境治理
1747,300951,博硕科技,35.71,1,0.76,1.3,消费电子
1748,300952,恒辉安防,43.65,1,5.26,10.69,服装家纺
1749,300953,震裕科技,170.03,1,2.97,5.27,电池
1750,300956,英力股份,17.4,1,2.35,3.26,消费电子
1751,300959,线上线下,103.47,1,3.89,9.62,通信服务
1752,300960,通业科技,25.37,1,0.44,1.62,轨交设备
1753,300964,本川智能,58.5,1,3.56,14.94,元件
1754,300969,恒帅股份,140.08,1,4.35,7.67,汽车零部件
1755,300975,商络电子,13.53,1,0.6,6.32,其他电子
1756,300979,华利集团,50.5,1,0.68,0.33,纺织制造
1757,300980,祥源新材,34.83,1,0.96,6.7,塑料制品
1758,300989,蕾奥规划,17.24,1,1.17,5.67,建筑装饰
1759,300991,创益通,42.51,1,2.98,5.18,其他电子
1760,300994,久祺股份,16.35,1,0.43,2.71,汽车服务及其他
1761,300999,金龙鱼,29.54,1,0.2,1.77,农产品加工
1762,301000,肇民科技,39.55,1,1.93,2.81,汽车零部件
1763,301003,江苏博云,45.55,1,5.05,3.75,塑料制品
1764,301004,嘉益股份,51.97,1,0.99,0.54,家居用品
1765,301007,德迈仕,39.27,1,1.24,3.25,汽车零部件
1766,301010,晶雪节能,22.18,1,1.0,3.86,建筑材料
1767,301018,申菱环境,70.19,1,3.27,7.67,通用设备
1768,301023,奕帆传动,41.95,1,0.31,5.52,电机
1769,301026,浩通科技,33.1,1,6.88,13.21,小金属
1770,301029,怡合达,27.69,1,1.5,2.35,自动化设备
1771,301037,保立佳,14.79,1,0.54,2.3,化学制品
1772,301046,能辉科技,28.73,1,4.36,7.04,建筑装饰
1773,301047,义翘神州,72.09,1,1.82,1.02,生物制品
1774,301049,超越科技,21.87,1,1.58,4.09,环境治理
1775,301057,汇隆新材,39.94,1,4.89,6.15,化学纤维
1776,301058,中粮科工,11.14,1,0.45,1.46,建筑装饰
1777,301066,万事利,21.06,1,6.31,12.96,纺织制造
1778,301072,中捷精工,22.38,1,0.95,3.78,汽车零部件
1779,301073,君亭酒店,29.22,1,2.28,8.55,旅游及酒店
1780,301076,新瀚新材,48.13,1,0.65,8.29,化学制品
1781,301078,孩子王,11.0,1,2.61,6.22,零售
1782,301079,邵阳液压,58.45,1,17.84,58.67,工程机械
1783,301080,百普赛斯,59.03,1,2.31,1.25,生物制品
1784,301081,严牌股份,10.42,1,0.77,0.99,环保设备
1785,301085,亚康股份,58.4,1,5.78,8.38,IT服务
1786,301089,拓新药业,29.6,1,1.06,4.01,化学制药
1787,301090,华润材料,7.25,1,0.98,0.51,塑料制品
1788,301093,华兰股份,48.07,1,0.27,1.91,医疗器械
1789,301095,广立微,79.34,1,4.6,5.51,软件开发
1790,301100,风光股份,21.47,1,0.09,1.26,化学制品
1791,301101,明月镜片,43.56,1,2.54,3.4,家居用品
1792,301106,骏成科技,31.09,1,0.68,1.47,光学光电子
1793,301109,军信股份,15.26,1,0.07,3.17,环境治理
1794,301111,粤万年青,21.19,1,1.92,8.0,中药
1795,301119,正强股份,58.49,1,2.33,3.36,汽车零部件
1796,301121,紫建电子,40.88,1,0.49,4.44,电池
1797,301122,采纳股份,29.2,1,1.5,5.04,医疗器械
1798,301131,聚赛龙,48.74,1,0.19,3.25,塑料制品
1799,301138,华研精机,39.97,1,0.45,3.98,专用设备
1800,301141,中科磁业,59.83,1,4.82,23.02,金属新材料
1801,301153,中科江南,25.4,1,4.53,7.07,软件开发
1802,301158,德石股份,23.3,1,0.87,5.82,专用设备
1803,301165,锐捷网络,85.83,1,0.4,1.95,通信设备
1804,301166,优宁维,31.35,1,1.13,2.09,生物制品
1805,301169,零点有数,59.75,1,8.7,6.26,其他社会服务
1806,301177,迪阿股份,29.83,1,0.61,0.36,服装家纺
1807,301180,万祥科技,17.98,1,1.87,2.78,消费电子
1808,301186,超达装备,47.77,1,0.04,1.67,汽车零部件
1809,301193,家联科技,22.72,1,3.93,3.64,家居用品
1810,301195,北路智控,36.23,1,2.61,4.03,软件开发
1811,301198,喜悦智行,13.26,1,0.38,3.29,包装印刷
1812,301200,大族数控,130.83,1,1.93,1.16,自动化设备
1813,301202,朗威股份,41.89,1,1.53,5.49,通信设备
1814,301207,华兰疫苗,19.83,1,2.69,1.65,生物制品
1815,301220,亚香股份,37.78,1,0.43,1.68,化学制品
1816,301222,浙江恒威,29.15,1,0.31,1.32,电池
1817,301225,恒勃股份,151.0,1,2.17,8.79,汽车零部件
1818,301234,五洲医疗,47.65,1,5.49,9.13,医疗器械
1819,301238,瑞泰新材,21.73,1,1.12,1.76,电池
1820,301239,普瑞眼科,33.29,1,1.03,1.22,医疗服务
1821,301251,威尔高,55.63,1,2.73,11.48,元件
1822,301252,同星科技,32.02,1,1.81,9.92,通用设备
1823,301255,通力科技,29.18,1,0.21,3.65,通用设备
1824,301258,富士莱,33.93,1,1.53,1.79,化学制药
1825,301260,格力博,17.15,1,0.88,1.97,专用设备
1826,301267,华厦眼科,18.72,1,1.24,0.78,医疗服务
